title,slug,category,description,keywords
"Frases simples com exemplos sobre vocabulário: escola, estudo e rotina",vocabulario-escola-estudo-e-rotina-quarta,Fundamentos,"Frases simples com exemplos com base no tema 'Vocabulário: escola, estudo e rotina', parte do plano de estudos de inglês para iniciantes.","vocabulário: escola, estudo e rotina, inglês básico, aprender inglês, estudo de inglês, vocabulário"
"Dicas práticas de estudo sobre vocabulário: escola, estudo e rotina",vocabulario-escola-estudo-e-rotina-quinta,Fundamentos,"Dicas práticas de estudo com base no tema 'Vocabulário: escola, estudo e rotina', parte do plano de estudos de inglês para iniciantes.","vocabulário: escola, estudo e rotina, inglês básico, aprender inglês, estudo de inglês, vocabulário"
"Aplicações e usos reais sobre vocabulário: escola, estudo e rotina",vocabulario-escola-estudo-e-rotina-sexta,Fundamentos,"Aplicações e usos reais com base no tema 'Vocabulário: escola, estudo e rotina', parte do plano de estudos de inglês para iniciantes.","vocabulário: escola, estudo e rotina, inglês básico, aprender inglês, estudo de inglês, vocabulário"
"Erros comuns e correções sobre vocabulário: escola, estudo e rotina",vocabulario-escola-estudo-e-rotina-sabado,Fundamentos,"Erros comuns e correções com base no tema 'Vocabulário: escola, estudo e rotina', parte do plano de estudos de inglês para iniciantes.","vocabulário: escola, estudo e rotina, inglês básico, aprender inglês, estudo de inglês, vocabulário"
"Revisão e desafio final sobre vocabulário: escola, estudo e rotina",vocabulario-escola-estudo-e-rotina-domingo,Fundamentos,"Revisão e desafio final com base no tema 'Vocabulário: escola, estudo e rotina', parte do plano de estudos de inglês para iniciantes.","vocabulário: escola, estudo e rotina, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Gramática introdutória e estrutura sobre vocabulário: alimentos e refeições,vocabulario-alimentos-e-refeicoes-segunda,Fundamentos,"Gramática introdutória e estrutura com base no tema 'Vocabulário: alimentos e refeições', parte do plano de estudos de inglês para iniciantes.","vocabulário: alimentos e refeições, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Vocabulário aplicado sobre vocabulário: alimentos e refeições,vocabulario-alimentos-e-refeicoes-terca,Fundamentos,"Vocabulário aplicado com base no tema 'Vocabulário: alimentos e refeições', parte do plano de estudos de inglês para iniciantes.","vocabulário: alimentos e refeições, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Frases simples com exemplos sobre vocabulário: alimentos e refeições,vocabulario-alimentos-e-refeicoes-quarta,Fundamentos,"Frases simples com exemplos com base no tema 'Vocabulário: alimentos e refeições', parte do plano de estudos de inglês para iniciantes.","vocabulário: alimentos e refeições, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Dicas práticas de estudo sobre vocabulário: alimentos e refeições,vocabulario-alimentos-e-refeicoes-quinta,Fundamentos,"Dicas práticas de estudo com base no tema 'Vocabulário: alimentos e refeições', parte do plano de estudos de inglês para iniciantes.","vocabulário: alimentos e refeições, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Aplicações e usos reais sobre vocabulário: alimentos e refeições,vocabulario-alimentos-e-refeicoes-sexta,Fundamentos,"Aplicações e usos reais com base no tema 'Vocabulário: alimentos e refeições', parte do plano de estudos de inglês para iniciantes.","vocabulário: alimentos e refeições, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Erros comuns e correções sobre vocabulário: alimentos e refeições,vocabulario-alimentos-e-refeicoes-sabado,Fundamentos,"Erros comuns e correções com base no tema 'Vocabulário: alimentos e refeições', parte do plano de estudos de inglês para iniciantes.","vocabulário: alimentos e refeições, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Revisão e desafio final sobre vocabulário: alimentos e refeições,vocabulario-alimentos-e-refeicoes-domingo,Fundamentos,"Revisão e desafio final com base no tema 'Vocabulário: alimentos e refeições', parte do plano de estudos de inglês para iniciantes.","vocabulário: alimentos e refeições, inglês básico, aprender inglês, estudo de inglês, vocabulário"
Gramática introdutória e estrutura sobre falsos cognatos e erros comuns (iniciantes),falsos-cognatos-e-erros-comuns-iniciantes-segunda,Fundamentos,"Gramática introdutória e estrutura com base no tema 'Falsos cognatos e erros comuns (iniciantes)', parte do plano de estudos de inglês para iniciantes.","falsos cognatos e erros comuns (iniciantes), inglês básico, aprender inglês, estudo de inglês, vocabulário"
Vocabulário aplicado sobre falsos cognatos e erros comuns (iniciantes),falsos-cognatos-e-erros-comuns-iniciantes-terca,Fundamentos,"Vocabulário aplicado com base no tema 'Falsos cognatos e erros comuns (iniciantes)', parte do plano de estudos de inglês para iniciantes.","falsos cognatos e erros comuns (iniciantes), inglês básico, aprender inglês, estudo de inglês, vocabulário"
Frases simples com exemplos sobre falsos cognatos e erros comuns (iniciantes),falsos-cognatos-e-erros-comuns-iniciantes-quarta,Fundamentos,"Frases simples com exemplos com base no tema 'Falsos cognatos e erros comuns (iniciantes)', parte do plano de estudos de inglês para iniciantes.","falsos cognatos e erros comuns (iniciantes), inglês básico, aprender inglês, estudo de inglês, vocabulário"
Dicas práticas de estudo sobre falsos cognatos e erros comuns (iniciantes),falsos-cognatos-e-erros-comuns-iniciantes-quinta,Fundamentos,"Dicas práticas de estudo com base no tema 'Falsos cognatos e erros comuns (iniciantes)', parte do plano de estudos de inglês para iniciantes.","falsos cognatos e erros comuns (iniciantes), inglês básico, aprender inglês, estudo de inglês, vocabulário"
Aplicações e usos reais sobre falsos cognatos e erros comuns (iniciantes),falsos-cognatos-e-erros-comuns-iniciantes-sexta,Fundamentos,"Aplicações e usos reais com base no tema 'Falsos cognatos e erros comuns (iniciantes)', parte do plano de estudos de inglês para iniciantes.","falsos cognatos e erros comuns (iniciantes), inglês básico, aprender inglês, estudo de inglês, vocabulário"
Erros comuns e correções sobre falsos cognatos e erros comuns (iniciantes),falsos-cognatos-e-erros-comuns-iniciantes-sabado,Fundamentos,"Erros comuns e correções com base no tema 'Falsos cognatos e erros comuns (iniciantes)', parte do plano de estudos de inglês para iniciantes.","falsos cognatos e erros comuns (iniciantes), inglês básico, aprender inglês, estudo de inglês, vocabulário"
Revisão e desafio final sobre falsos cognatos e erros comuns (iniciantes),falsos-cognatos-e-erros-comuns-iniciantes-domingo,Fundamentos,"Revisão e desafio final com base no tema 'Falsos cognatos e erros comuns (iniciantes)', parte do plano de estudos de inglês para iniciantes.","falsos cognatos e erros comuns (iniciantes), inglês básico, aprender inglês, estudo de inglês, vocabulário"
